,ID,worst_perf_1,worst_perf_3,worst_perf_6,worst_perf_12,worst_perf_gen
6446,5017522,-1,-1,-1,-1,0
6447,5017523,-1,-1,-1,-1,0
6448,5017524,-1,-1,-1,-1,0
6449,5017528,-1,-1,-1,-1,0
6450,5017529,-1,-1,-1,-1,0
6451,5017530,-1,-1,-1,-1,0
6452,5017531,-1,-1,-1,-1,0
6453,5017532,-1,-1,-1,-1,0
6454,5017533,-1,-1,-1,0,0
6455,5017534,-1,0,0,0,0
6456,5017535,0,0,0,0,0
6457,5017536,-1,0,0,0,0
6458,5017539,0,0,0,0,0
6459,5017540,-1,-1,-1,-1,1
6460,5017542,-1,-1,0,0,0
6461,5017543,0,0,0,0,0
6462,5017545,-1,-1,-1,-1,0
6463,5017546,0,0,0,0,0
6464,5017547,0,0,0,0,0
6465,5017548,-1,-1,-1,0,1
6466,5017555,-1,-1,-1,-1,0
6467,5017556,-1,-1,-1,-1,0
6468,5017559,0,0,0,0,0
6469,5017560,-1,-1,-1,-1,-1
6470,5017562,0,0,0,0,0
6471,5017563,-1,-1,-1,-1,0
6472,5017565,-1,-1,0,0,0
6473,5017566,-1,-1,-1,-1,0
6474,5017570,-1,-1,-1,-1,0
6475,5017573,-1,-1,-1,-1,0
6476,5017574,-1,-1,-1,-1,0
6477,5017575,-1,-1,-1,0,0
6478,5017576,0,0,0,0,0
6479,5017577,0,0,0,0,0
6480,5017579,-1,-1,-1,-1,0
6481,5017580,-1,-1,-1,-1,0
6482,5017581,-1,-1,-1,-1,0
6483,5017593,0,0,0,0,0
6484,5017594,-1,-1,0,0,0
6485,5017596,-1,-1,-1,-1,0
6486,5017597,0,1,1,1,1
6487,5017598,-1,-1,-1,1,1
6488,5017599,-1,-1,-1,0,0
6489,5017600,-1,-1,-1,-1,0
6490,5017601,-1,-1,-1,0,0
6491,5017604,-1,-1,-1,-1,0
6492,5017605,-1,-1,-1,-1,0
6493,5017606,-1,-1,-1,-1,0
6494,5017609,0,0,0,0,0
6495,5017610,0,0,0,0,0
6496,5017611,0,0,0,0,0
6497,5017612,0,0,0,0,0
6498,5017613,0,0,0,0,0
6499,5017614,-1,-1,-1,-1,0
6500,5017615,-1,-1,-1,-1,0
6501,5017620,-1,-1,-1,-1,0
6502,5017621,-1,-1,-1,0,0
6503,5017622,0,0,0,0,0
6504,5017623,0,0,0,0,0
6505,5017624,-1,-1,-1,-1,1
6506,5017627,0,0,0,0,0
6507,5017628,-1,-1,0,0,0
6508,5017629,-1,-1,-1,-1,0
6509,5017631,-1,-1,0,0,0
6510,5017632,0,0,0,0,0
6511,5017633,0,0,0,0,0
6512,5017634,0,1,1,1,1
6513,5017636,-1,-1,-1,-1,0
6514,5017637,-1,-1,-1,-1,0
6515,5017638,0,0,0,0,0
6516,5017639,-1,-1,-1,0,0
6517,5017640,-1,-1,-1,-1,0
6518,5017641,-1,-1,-1,-1,0
6519,5017642,0,0,1,1,1
6520,5017643,-1,-1,-1,-1,0
6521,5017644,-1,-1,-1,-1,0
6522,5017645,-1,-1,-1,-1,0
6523,5017646,-1,-1,-1,-1,0
6524,5017647,0,0,0,0,0
6525,5017648,0,0,0,0,0
6526,5017649,-1,-1,-1,-1,0
6527,5017650,0,0,0,0,0
6528,5017651,-1,-1,-1,-1,0
6529,5017652,-1,-1,-1,-1,1
6530,5017653,1,1,1,1,1
6531,5017654,-1,-1,-1,-1,1
6532,5017656,0,0,0,0,0
6533,5017658,-1,-1,-1,1,1
6534,5017659,0,0,0,0,0
6535,5017660,0,0,0,0,0
6536,5017661,0,0,0,0,0
6537,5017662,0,0,0,1,1
6538,5017663,0,0,0,1,1
6539,5017664,0,0,0,0,0
6540,5017665,0,0,0,0,0
6541,5017666,0,0,0,0,0
6542,5017667,0,0,0,0,0
6543,5017668,0,0,0,0,0
6544,5017669,0,0,0,0,0
6545,5017670,0,0,0,0,0
6546,5017671,0,0,0,0,0
6547,5017672,0,0,0,0,0
6548,5017673,0,0,0,0,0
6549,5017674,0,0,0,0,0
6550,5017675,0,0,0,0,0
6551,5017676,0,0,0,0,0
6552,5017677,0,0,0,0,0
6553,5017678,0,0,0,0,0
6554,5017679,0,0,0,0,0
6555,5017680,0,0,0,0,0
6556,5017681,0,0,0,0,0
6557,5017682,0,0,0,0,0
6558,5017683,-1,-1,-1,-1,2
6559,5017691,-1,-1,0,0,0
6560,5017692,-1,-1,0,0,0
6561,5017696,-1,-1,-1,-1,0
6562,5017697,0,0,0,0,0
6563,5017698,0,0,0,0,0
6564,5017699,0,0,0,1,1
6565,5017714,0,0,0,0,0
6566,5017715,0,0,0,0,0
6567,5017716,-1,-1,-1,0,0
6568,5017717,0,0,0,0,0
6569,5017718,-1,-1,-1,-1,1
6570,5017719,-1,-1,-1,-1,0
6571,5017722,-1,0,0,0,0
6572,5017723,0,0,0,0,1
6573,5017727,-1,0,0,0,0
6574,5017728,-1,-1,-1,-1,0
6575,5017729,-1,-1,-1,-1,0
6576,5017730,-1,-1,-1,-1,0
6577,5017731,-1,-1,-1,0,0
6578,5017732,0,0,0,1,1
6579,5017733,-1,-1,-1,-1,0
6580,5017734,0,0,0,0,0
6581,5017735,-1,-1,-1,-1,0
6582,5017736,0,0,0,0,1
6583,5017737,0,0,0,0,0
6584,5017741,0,0,0,0,0
6585,5017742,1,1,1,1,1
6586,5017743,0,0,0,0,0
6587,5017744,-1,-1,-1,0,0
6588,5017745,0,0,0,0,0
6589,5017746,-1,-1,0,0,0
6590,5017747,-1,-1,-1,-1,1
6591,5017751,-1,-1,-1,-1,0
6592,5017752,0,0,0,0,0
6593,5017753,-1,-1,-1,-1,0
6594,5017754,-1,-1,-1,-1,0
6595,5017755,-1,-1,-1,-1,0
6596,5017756,-1,-1,-1,-1,0
6597,5017757,-1,-1,-1,-1,0
6598,5017759,-1,-1,-1,0,0
6599,5017760,0,0,0,0,0
6600,5017762,0,0,0,0,0
6601,5017766,-1,-1,-1,-1,0
6602,5017767,-1,-1,-1,-1,0
6603,5017768,-1,-1,-1,-1,0
6604,5017769,-1,-1,-1,-1,1
6605,5017770,0,0,0,0,0
6606,5017771,-1,-1,-1,-1,0
6607,5017772,-1,-1,-1,-1,0
6608,5017773,0,0,0,0,0
6609,5017774,0,0,0,0,0
6610,5017775,0,0,0,0,0
6611,5017776,-1,-1,-1,0,0
6612,5017777,-1,-1,-1,0,0
6613,5017778,0,0,0,0,0
6614,5017779,0,1,1,1,1
6615,5017780,0,0,0,0,0
6616,5017781,-1,-1,-1,-1,0
6617,5017786,0,0,0,0,0
6618,5017787,0,0,0,0,0
6619,5017788,0,0,0,0,0
6620,5017790,0,0,0,0,0
6621,5017791,0,0,0,0,0
6622,5017792,-1,-1,-1,-1,0
6623,5017793,-1,-1,-1,0,0
6624,5017796,-1,-1,-1,-1,0
6625,5017797,0,1,1,1,1
6626,5017798,0,0,0,0,0
6627,5017799,0,0,0,0,0
6628,5017808,-1,-1,-1,-1,0
6629,5017809,-1,-1,-1,-1,0
6630,5017810,-1,-1,-1,0,0
6631,5017811,-1,-1,-1,-1,-1
6632,5017812,-1,-1,-1,0,0
6633,5017813,-1,-1,-1,0,0
6634,5017814,-1,-1,-1,-1,0
6635,5017815,-1,-1,-1,-1,0
6636,5017816,-1,-1,-1,-1,0
6637,5017818,-1,-1,-1,-1,0
6638,5017819,0,0,0,0,0
6639,5017821,-1,0,0,0,0
6640,5017823,-1,-1,-1,-1,0
6641,5017824,0,0,0,0,0
6642,5017825,-1,-1,-1,-1,0
6643,5017830,-1,-1,0,0,0
6644,5017831,0,0,0,0,0
6645,5017832,-1,-1,-1,-1,0
6646,5017833,-1,-1,-1,-1,0
6647,5017834,-1,-1,-1,-1,0
6648,5017835,0,0,0,1,1
6649,5017837,-1,-1,-1,-1,0
6650,5017838,0,0,0,0,0
6651,5017840,-1,-1,-1,-1,0
6652,5017841,-1,-1,-1,-1,0
6653,5017842,-1,-1,-1,-1,0
6654,5017843,0,0,0,0,0
6655,5017844,0,1,1,1,1
6656,5017845,0,1,1,1,1
6657,5017846,-1,-1,-1,-1,0
6658,5017848,-1,-1,-1,-1,0
6659,5017849,0,0,0,0,0
6660,5017850,0,0,0,0,0
6661,5017851,0,0,0,0,0
6662,5017852,0,0,0,0,0
6663,5017853,0,0,0,0,0
6664,5017854,-1,-1,-1,-1,0
6665,5017856,-1,-1,-1,0,0
6666,5017857,0,1,1,1,1
6667,5017858,0,0,0,0,0
6668,5017859,-1,-1,-1,-1,0
6669,5017860,-1,-1,-1,0,0
6670,5017861,0,0,0,0,0
6671,5017862,-1,-1,-1,-1,1
6672,5017863,0,0,0,0,0
6673,5017864,-1,-1,-1,-1,0
6674,5017865,0,0,0,0,0
6675,5017866,0,0,0,0,0
6676,5017867,0,0,0,1,1
6677,5017869,-1,-1,-1,0,0
6678,5017872,-1,-1,-1,-1,-1
6679,5017873,0,0,0,0,0
6680,5017874,0,0,0,1,1
6681,5017875,0,0,0,0,0
6682,5017876,-1,0,0,0,0
6683,5017878,0,0,0,0,0
6684,5017879,0,0,0,0,0
6685,5017880,-1,-1,-1,0,0
6686,5017882,-1,-1,-1,-1,0
6687,5017883,0,0,0,0,0
6688,5017884,0,0,0,0,0
6689,5017889,-1,-1,-1,-1,0
6690,5017891,0,0,0,0,0
6691,5017892,0,0,0,0,0
6692,5017893,-1,-1,-1,0,0
6693,5017895,-1,-1,-1,-1,0
6694,5017896,-1,-1,-1,-1,-1
6695,5017897,-1,-1,-1,-1,0
6696,5017898,-1,-1,-1,-1,0
6697,5017899,0,0,0,0,0
6698,5017900,-1,-1,-1,-1,0
6699,5017901,0,0,0,0,0
6700,5017902,-1,-1,-1,-1,1
6701,5017903,-1,-1,-1,-1,0
6702,5017904,-1,-1,-1,-1,0
6703,5017905,0,0,0,0,1
6704,5017906,-1,-1,-1,-1,0
6705,5017907,-1,-1,-1,-1,1
6706,5017911,-1,-1,-1,0,0
6707,5017912,0,0,0,0,0
6708,5017915,0,0,0,0,0
6709,5017920,0,0,0,0,0
6710,5017923,-1,-1,-1,-1,1
6711,5017924,0,0,0,0,0
6712,5017925,-1,-1,-1,0,0
6713,5017926,-1,-1,-1,0,0
6714,5017927,0,0,0,0,0
6715,5017928,0,0,0,0,0
6716,5017929,0,0,0,0,1
6717,5017930,-1,-1,-1,-1,0
6718,5017935,-1,-1,-1,-1,-1
6719,5017936,-1,-1,-1,-1,-1
6720,5017937,-1,-1,-1,-1,-1
6721,5017938,-1,-1,-1,-1,0
6722,5017939,-1,-1,-1,-1,-1
6723,5017940,-1,-1,-1,-1,-1
6724,5017941,-1,-1,-1,-1,-1
6725,5017942,-1,-1,-1,-1,-1
6726,5017943,-1,-1,-1,-1,-1
6727,5017944,-1,-1,-1,-1,-1
6728,5017945,-1,-1,-1,-1,-1
6729,5017946,-1,-1,-1,-1,-1
6730,5017947,-1,-1,-1,-1,-1
6731,5017948,-1,-1,-1,-1,-1
6732,5017949,-1,-1,-1,-1,-1
6733,5017950,-1,-1,-1,-1,-1
6734,5017951,0,0,0,0,0
6735,5017959,-1,-1,-1,-1,0
6736,5017960,-1,-1,-1,-1,0
6737,5017961,-1,-1,-1,-1,0
6738,5017962,-1,-1,-1,-1,0
6739,5017964,0,0,0,0,1
6740,5017965,1,1,1,1,1
6741,5017966,-1,-1,-1,-1,3
6742,5017967,-1,-1,-1,-1,0
6743,5017968,-1,-1,-1,0,0
6744,5017969,-1,-1,-1,-1,1
6745,5017970,-1,-1,-1,-1,0
6746,5017972,-1,0,0,0,0
6747,5017973,0,0,0,0,0
6748,5017974,0,0,0,0,0
6749,5017975,-1,0,0,0,0
6750,5017976,-1,-1,-1,0,1
6751,5017979,-1,-1,-1,-1,0
6752,5017981,-1,-1,-1,-1,0
6753,5017982,0,0,0,0,0
6754,5017983,-1,-1,-1,-1,0
6755,5017985,0,0,0,0,0
6756,5017989,-1,-1,-1,-1,1
6757,5017995,-1,-1,-1,-1,5
6758,5017996,0,0,0,0,0
6759,5017997,0,0,0,0,0
6760,5017999,-1,-1,-1,0,0
6761,5018000,0,0,0,0,0
6762,5018002,-1,-1,-1,0,0
6763,5018003,0,0,0,0,0
6764,5018004,-1,0,1,1,1
6765,5018007,-1,-1,-1,-1,0
6766,5018008,-1,-1,-1,-1,0
6767,5018009,-1,-1,-1,0,0
6768,5018010,-1,-1,-1,0,0
6769,5018011,-1,-1,-1,-1,0
6770,5018013,-1,-1,-1,-1,0
6771,5018014,-1,-1,-1,0,0
6772,5018015,-1,-1,-1,0,0
6773,5018016,0,0,0,0,0
6774,5018017,0,0,1,1,1
6775,5018018,-1,-1,-1,-1,1
6776,5018022,-1,-1,-1,0,0
6777,5018023,-1,-1,-1,-1,0
6778,5018024,0,0,0,1,1
6779,5018030,-1,-1,-1,-1,-1
6780,5018031,0,0,0,0,0
6781,5018032,0,0,0,0,0
6782,5018033,0,0,0,0,0
6783,5018034,0,0,0,0,0
6784,5018044,-1,-1,0,0,0
6785,5018045,0,0,0,0,0
6786,5018046,-1,-1,-1,0,0
6787,5018047,-1,-1,-1,-1,0
6788,5018048,-1,-1,-1,-1,1
6789,5018049,-1,-1,-1,-1,0
6790,5018050,-1,-1,-1,-1,0
6791,5018054,-1,-1,-1,-1,0
6792,5018055,0,0,0,0,0
6793,5018056,-1,-1,0,0,0
6794,5018057,-1,-1,-1,-1,1
6795,5018058,-1,-1,-1,-1,1
6796,5018059,-1,-1,-1,-1,0
6797,5018062,-1,-1,-1,-1,-1
6798,5018064,-1,0,0,0,0
6799,5018065,1,1,1,1,1
6800,5018067,-1,-1,-1,-1,0
6801,5018071,0,0,0,0,0
6802,5018076,-1,-1,-1,-1,0
6803,5018079,0,0,0,0,0
6804,5018080,1,1,1,1,1
6805,5018081,0,0,0,0,0
6806,5018082,-1,-1,-1,0,0
6807,5018084,-1,-1,-1,-1,0
6808,5018085,-1,-1,-1,-1,0
6809,5018086,-1,-1,-1,-1,0
6810,5018088,0,0,0,0,0
6811,5018089,-1,-1,-1,0,0
6812,5018090,-1,-1,-1,-1,0
6813,5018091,-1,-1,-1,-1,0
6814,5018093,0,0,0,0,0
6815,5018094,0,0,0,0,0
6816,5018095,0,0,0,0,0
6817,5018100,-1,-1,-1,-1,0
6818,5018101,-1,-1,-1,0,0
6819,5018106,0,0,1,1,1
6820,5018107,1,1,1,1,1
6821,5018109,-1,-1,-1,-1,0
6822,5018110,0,0,0,0,0
6823,5018111,-1,-1,-1,-1,0
6824,5018113,-1,-1,-1,-1,0
6825,5018114,0,0,0,0,0
6826,5018115,0,0,0,0,0
6827,5018118,-1,-1,-1,-1,0
6828,5018119,-1,-1,-1,-1,0
6829,5018120,-1,-1,-1,0,0
6830,5018121,0,0,0,0,0
6831,5018122,-1,-1,-1,-1,1
6832,5018124,-1,-1,-1,-1,1
6833,5018125,-1,-1,-1,0,0
6834,5018126,-1,-1,-1,-1,0
6835,5018132,0,0,0,0,0
6836,5018133,1,1,1,1,1
6837,5018134,-1,-1,-1,-1,0
6838,5018135,-1,-1,-1,-1,0
6839,5018136,-1,-1,-1,-1,0
6840,5018137,0,0,0,0,0
6841,5018143,-1,-1,0,0,0
6842,5018144,0,0,0,0,0
6843,5018147,-1,-1,-1,-1,0
6844,5018148,0,0,0,0,0
6845,5018149,-1,-1,-1,-1,0
6846,5018150,0,0,0,0,0
6847,5018151,1,1,1,1,1
6848,5018152,-1,-1,-1,0,1
6849,5018153,-1,-1,-1,-1,0
6850,5018154,-1,-1,-1,-1,0
6851,5018155,0,0,0,0,0
6852,5018156,-1,-1,-1,-1,0
6853,5018157,-1,-1,-1,-1,0
6854,5018158,0,0,0,0,0
6855,5018159,0,0,0,0,0
6856,5018160,-1,-1,-1,-1,0
6857,5018161,-1,-1,-1,-1,0
6858,5018162,0,0,0,0,0
6859,5018163,0,0,0,0,0
6860,5018164,0,0,0,0,0
6861,5018165,0,0,0,0,0
6862,5018167,0,0,0,0,0
6863,5018168,0,0,0,0,0
6864,5018171,-1,-1,-1,-1,-1
6865,5018174,-1,-1,-1,-1,0
6866,5018175,0,0,0,0,0
6867,5018176,-1,-1,-1,-1,0
6868,5018177,-1,-1,-1,-1,0
6869,5018178,-1,-1,-1,-1,0
6870,5018179,-1,-1,-1,0,0
6871,5018181,-1,-1,-1,-1,0
6872,5018182,0,0,0,0,0
6873,5018183,-1,-1,-1,-1,0
6874,5018184,0,0,0,0,0
6875,5018185,0,0,0,0,0
6876,5018186,-1,-1,-1,-1,0
6877,5018187,5,5,5,5,5
6878,5018188,-1,-1,-1,-1,-1
6879,5018189,-1,-1,-1,-1,-1
6880,5018190,-1,-1,-1,-1,-1
6881,5018191,-1,-1,-1,-1,-1
6882,5018192,-1,0,0,0,0
6883,5018193,-1,-1,-1,-1,-1
6884,5018194,-1,-1,-1,-1,-1
6885,5018195,-1,-1,-1,-1,-1
6886,5018196,-1,-1,-1,-1,-1
6887,5018197,0,0,0,0,0
6888,5018198,-1,-1,-1,-1,0
6889,5018199,-1,-1,-1,-1,0
6890,5018200,-1,-1,-1,0,0
6891,5018201,-1,-1,-1,-1,0
6892,5018202,-1,-1,-1,-1,0
6893,5018203,-1,-1,-1,-1,0
6894,5018204,0,0,0,0,0
6895,5018205,0,0,0,0,0
6896,5018206,-1,-1,-1,-1,0
6897,5018207,-1,0,0,0,0
6898,5018210,-1,-1,-1,-1,0
6899,5018211,-1,-1,-1,0,0
6900,5018212,-1,-1,-1,0,0
6901,5018213,0,0,0,0,0
6902,5018214,0,0,0,0,0
6903,5018215,0,0,0,0,0
6904,5018216,-1,-1,-1,-1,0
6905,5018217,-1,-1,-1,-1,0
6906,5018218,0,0,0,0,0
6907,5018219,0,0,0,0,0
6908,5018221,-1,-1,0,0,0
6909,5018222,-1,-1,-1,-1,-1
6910,5018223,-1,-1,0,0,0
6911,5018224,-1,-1,0,0,0
6912,5018225,-1,-1,-1,-1,-1
6913,5018226,1,1,1,1,1
6914,5018227,0,0,0,0,0
6915,5018228,-1,-1,-1,-1,0
6916,5018229,0,0,0,0,0
6917,5018235,-1,-1,-1,-1,0
6918,5018236,-1,-1,-1,-1,0
6919,5018237,-1,-1,-1,-1,0
6920,5018238,0,1,1,1,1
6921,5018239,-1,-1,-1,0,0
6922,5018240,-1,-1,-1,0,0
6923,5018241,-1,-1,-1,-1,0
6924,5018243,0,0,0,0,0
6925,5018244,0,0,0,0,0
6926,5018245,0,0,0,0,0
6927,5018250,0,0,0,0,0
6928,5018251,0,0,0,0,0
6929,5018252,-1,-1,-1,-1,-1
6930,5018253,-1,-1,-1,0,0
6931,5018254,-1,-1,-1,-1,0
6932,5018258,0,0,0,0,0
6933,5018260,-1,-1,-1,-1,0
6934,5018261,-1,-1,-1,-1,0
6935,5018262,0,0,0,0,0
6936,5018263,0,0,0,0,0
6937,5018264,0,0,0,0,0
6938,5018265,0,0,0,0,0
6939,5018266,0,0,0,0,0
6940,5018271,0,0,0,0,0
6941,5018272,0,0,0,0,0
6942,5018273,0,0,0,0,0
6943,5018274,0,0,0,0,0
6944,5018275,-1,-1,0,0,0
6945,5018276,-1,-1,0,0,0
6946,5018277,-1,-1,-1,-1,0
6947,5018280,0,0,0,0,0
6948,5018281,-1,-1,-1,-1,0
6949,5018282,-1,-1,-1,-1,0
6950,5018283,0,0,0,0,0
6951,5018284,0,0,0,0,0
6952,5018285,0,0,0,0,0
6953,5018286,0,0,0,0,0
6954,5018287,-1,1,1,1,1
6955,5018288,-1,-1,-1,0,0
6956,5018289,-1,-1,-1,-1,0
6957,5018290,-1,-1,-1,-1,0
6958,5018296,-1,-1,-1,-1,0
6959,5018297,0,0,0,0,0
6960,5018298,1,1,1,1,1
6961,5018299,0,0,0,0,0
6962,5018300,-1,-1,-1,-1,0
6963,5018301,-1,-1,-1,0,0
6964,5018302,-1,-1,-1,-1,0
6965,5018303,0,0,0,0,0
6966,5018306,-1,-1,-1,-1,0
6967,5018307,0,0,0,0,1
6968,5018312,0,0,0,0,0
6969,5018314,0,0,0,0,0
6970,5018315,0,0,0,0,0
6971,5018316,0,0,0,0,0
6972,5018317,-1,-1,-1,0,0
6973,5018318,-1,-1,-1,-1,0
6974,5018319,-1,-1,-1,-1,0
6975,5018320,-1,-1,-1,-1,0
6976,5018321,0,0,0,0,0
6977,5018322,-1,0,0,0,0
6978,5018323,0,1,1,1,1
6979,5018325,0,0,0,0,0
6980,5018326,-1,-1,-1,0,0
6981,5018330,-1,-1,-1,-1,0
6982,5018333,-1,-1,-1,-1,0
6983,5018334,-1,-1,-1,-1,0
6984,5018335,-1,-1,-1,0,0
6985,5018336,-1,-1,-1,0,0
6986,5018337,-1,-1,0,0,0
6987,5018338,-1,-1,0,0,0
6988,5018339,-1,0,0,0,0
6989,5018340,0,0,0,0,0
6990,5018341,-1,-1,-1,0,0
6991,5018342,0,0,0,0,0
6992,5018343,-1,-1,-1,0,0
6993,5018344,-1,-1,-1,-1,0
6994,5018345,-1,-1,-1,-1,-1
6995,5018346,-1,-1,-1,-1,0
6996,5018347,-1,-1,-1,-1,0
6997,5018348,-1,-1,-1,-1,0
6998,5018349,-1,-1,-1,-1,0
6999,5018351,-1,-1,-1,-1,0
7000,5018352,-1,-1,-1,-1,0
7001,5018353,-1,-1,-1,0,0
7002,5018354,0,0,0,0,0
7003,5018355,-1,-1,-1,0,0
7004,5018356,0,0,0,0,0
7005,5018357,-1,-1,-1,-1,0
7006,5018358,0,0,0,0,0
7007,5018360,0,0,0,0,0
7008,5018361,-1,0,0,0,0
7009,5018362,-1,-1,-1,-1,0
7010,5018363,-1,-1,-1,-1,0
7011,5018364,-1,-1,-1,-1,0
7012,5018365,1,1,1,1,1
7013,5018368,0,0,0,0,0
7014,5018369,0,0,0,0,0
7015,5018370,0,0,0,0,0
7016,5018371,0,0,0,0,0
7017,5018372,-1,-1,0,0,0
7018,5018373,-1,-1,-1,-1,0
7019,5018374,-1,-1,0,0,0
7020,5018375,-1,-1,-1,-1,0
7021,5018376,-1,-1,-1,-1,0
7022,5018377,0,0,0,1,1
7023,5018378,0,0,0,0,0
7024,5018379,-1,-1,-1,0,0
7025,5018380,-1,-1,-1,-1,0
7026,5018383,0,0,0,0,1
7027,5018384,-1,-1,-1,-1,-1
7028,5018385,-1,-1,-1,-1,-1
7029,5018386,-1,-1,-1,-1,0
7030,5018387,-1,-1,-1,-1,-1
7031,5018388,-1,-1,-1,-1,-1
7032,5018389,-1,-1,-1,-1,-1
7033,5018390,-1,-1,-1,-1,-1
7034,5018391,-1,-1,-1,-1,0
7035,5018392,-1,-1,-1,-1,-1
7036,5018393,-1,-1,-1,-1,-1
7037,5018394,-1,-1,-1,-1,-1
7038,5018395,-1,-1,-1,-1,-1
7039,5018396,-1,-1,-1,-1,0
7040,5018397,-1,-1,-1,-1,-1
7041,5018398,-1,-1,-1,-1,-1
7042,5018399,-1,-1,-1,-1,-1
7043,5018400,-1,-1,-1,-1,-1
7044,5018401,-1,-1,-1,-1,-1
7045,5018402,-1,-1,-1,-1,-1
7046,5018403,-1,-1,-1,-1,-1
7047,5018404,-1,-1,-1,-1,-1
7048,5018406,-1,-1,-1,-1,0
7049,5018407,-1,-1,-1,-1,0
7050,5018408,-1,-1,-1,-1,1
7051,5018409,-1,-1,-1,-1,0
7052,5018412,1,1,1,1,1
7053,5018413,-1,-1,-1,-1,0
7054,5018414,-1,-1,-1,-1,1
7055,5018415,0,0,0,0,0
7056,5018417,0,0,0,0,0
7057,5018419,0,0,0,0,0
7058,5018420,-1,-1,0,0,0
7059,5018421,0,1,1,1,1
7060,5018422,0,0,0,0,0
7061,5018423,0,0,0,0,0
7062,5018424,-1,-1,-1,-1,0
7063,5018425,0,0,0,0,0
7064,5018426,0,0,0,0,0
7065,5018428,0,0,0,0,0
7066,5018429,-1,-1,-1,1,1
7067,5018430,0,0,0,0,1
7068,5018431,-1,0,0,0,0
7069,5018432,-1,-1,-1,0,0
7070,5018433,0,0,0,0,1
7071,5018443,0,0,0,0,0
7072,5018444,0,0,0,0,0
7073,5018445,0,0,0,0,0
7074,5018446,-1,-1,-1,0,0
7075,5018447,0,0,0,0,0
7076,5018448,-1,-1,-1,0,0
7077,5018450,-1,-1,-1,-1,0
7078,5018451,-1,-1,-1,-1,0
7079,5018452,-1,-1,-1,-1,0
7080,5018453,-1,-1,-1,-1,-1
7081,5018455,0,0,0,0,0
7082,5018457,-1,-1,-1,-1,-1
7083,5018458,0,0,0,0,0
7084,5018460,-1,-1,-1,-1,-1
7085,5018461,-1,-1,-1,-1,0
7086,5018462,0,0,0,0,0
7087,5018464,0,0,0,0,0
7088,5018465,-1,-1,-1,-1,0
7089,5018466,0,0,0,0,0
7090,5018467,0,0,0,0,0
7091,5018469,0,0,0,0,0
7092,5018470,0,0,0,0,0
7093,5018471,0,0,0,0,0
7094,5018472,-1,-1,-1,-1,-1
7095,5018477,-1,-1,-1,-1,0
7096,5018478,-1,-1,-1,0,0
7097,5018479,-1,-1,-1,-1,-1
7098,5018480,-1,-1,-1,-1,0
7099,5018481,-1,-1,-1,-1,0
7100,5018482,-1,-1,-1,-1,0
7101,5018483,-1,-1,-1,-1,0
7102,5018484,-1,-1,-1,0,0
7103,5018485,-1,-1,-1,-1,0
7104,5018486,-1,-1,-1,-1,0
7105,5018487,-1,-1,-1,-1,0
7106,5018488,0,0,0,0,0
7107,5018492,0,0,0,0,0
7108,5018493,0,0,0,0,0
7109,5018495,-1,-1,-1,-1,0
7110,5018496,-1,-1,-1,-1,1
7111,5018498,-1,-1,-1,-1,5
7112,5018500,-1,-1,-1,-1,0
7113,5018501,-1,-1,-1,5,5
7114,5018502,0,0,0,0,0
7115,5018503,-1,-1,-1,-1,5
7116,5018504,-1,-1,-1,-1,0
7117,5018505,0,0,0,0,0
7118,5018506,0,0,0,0,0
7119,5021187,0,0,0,0,0
7120,5021188,0,0,0,0,0
7121,5021189,-1,-1,-1,0,0
7122,5021190,-1,-1,-1,-1,0
7123,5021191,0,0,0,0,0
7124,5021192,-1,-1,-1,1,1
7125,5021194,-1,-1,-1,-1,0
7126,5021195,-1,0,0,0,0
7127,5021202,0,0,0,0,0
7128,5021207,-1,-1,-1,-1,1
7129,5021208,0,0,0,0,0
7130,5021209,0,0,0,0,0
7131,5021210,0,0,0,0,0
7132,5021211,-1,-1,-1,0,1
7133,5021212,0,0,0,0,0
7134,5021213,0,0,0,0,0
7135,5021214,0,0,0,0,0
7136,5021218,-1,-1,-1,-1,0
7137,5021219,-1,-1,0,0,0
7138,5021220,-1,-1,0,0,0
7139,5021221,-1,-1,-1,0,0
7140,5021222,-1,-1,0,0,0
7141,5021224,0,0,0,0,0
7142,5021228,-1,-1,-1,-1,1
7143,5021229,0,0,0,0,0
7144,5021231,0,0,0,0,1
7145,5021232,-1,-1,-1,-1,0
7146,5021234,-1,-1,-1,-1,0
7147,5021235,0,0,0,0,0
7148,5021236,0,0,0,0,0
7149,5021237,1,1,1,1,1
7150,5021238,1,1,1,1,1
7151,5021239,1,1,1,1,1
7152,5021240,1,1,1,1,1
7153,5021241,1,1,1,1,1
7154,5021242,0,0,0,0,0
7155,5021243,1,1,1,1,1
7156,5021244,1,1,1,1,1
7157,5021247,0,0,0,0,0
7158,5021248,0,0,0,0,0
7159,5021250,-1,-1,-1,-1,0
7160,5021251,0,0,0,0,0
7161,5021253,-1,-1,-1,-1,0
7162,5021254,-1,-1,-1,-1,0
7163,5021255,0,0,0,0,0
7164,5021256,0,0,0,1,1
7165,5021257,0,0,0,0,0
7166,5021258,0,0,0,0,0
7167,5021259,0,0,0,0,0
7168,5021260,1,1,1,1,1
7169,5021261,0,0,0,0,0
7170,5021263,0,0,0,0,0
7171,5021264,-1,-1,-1,-1,1
7172,5021265,-1,-1,-1,-1,1
7173,5021267,-1,-1,-1,-1,0
